ESV,bac1,bac10,bac2,bac3,bac7,bac8,bac9
ESV493.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4930.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4931.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4932.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4933.1423,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4934.1439,Partial,Poor,Partial,Poor,Perfect,Perfect,Perfect
ESV4935.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4936.1457,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV4937.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4938.1432,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV4939.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV494.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4940.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4941.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4942.1436,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV4943.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4944.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4945.1403,Partial,Poor,Partial,Perfect,Partial,Partial,Perfect
ESV4946.1524,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4947.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4948.1427,Partial,Partial,Partial,Perfect,Perfect,Perfect,Perfect
ESV4949.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV495.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4950.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4951.1492,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4952.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4953.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4954.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4955.1437,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4956.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4957.1424,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4958.1470,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4959.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV496.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4960.1437,Partial,Poor,Partial,Poor,Perfect,Perfect,Perfect
ESV4961.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4962.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4963.1480,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV4964.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4965.1401,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4966.1435,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4967.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4968.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4969.1476,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV497.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4970.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4971.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4972.1405,Partial,Perfect,Partial,Partial,Perfect,Perfect,Partial
ESV4973.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4974.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4975.1461,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV4976.1461,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4977.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4978.1467,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV4979.1429,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV498.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4980.1433,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4981.1425,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV4982.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4983.1466,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4984.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4985.1448,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4986.1407,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV4987.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4988.1437,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV4989.1404,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV499.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4990.1408,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4991.1432,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4992.1479,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4993.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4994.1469,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4995.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4996.1439,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV4997.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4998.1474,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV4999.1434,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV50.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV500.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5000.1453,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5001.1569,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5002.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5003.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5004.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5005.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5006.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5007.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5008.1442,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV5009.1471,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV501.1420,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV5010.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5011.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5012.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5013.1442,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV5014.1452,Partial,Partial,Partial,Partial,Partial,Partial,Partial
ESV5015.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5016.1452,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5017.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5018.1469,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5019.1483,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV502.1475,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5020.1454,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5021.1475,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5022.1431,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5023.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5024.1424,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5025.1469,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5026.1479,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5027.1389,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5028.1463,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV5029.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV503.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5030.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5031.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5032.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5033.1440,Partial,Poor,Partial,Partial,Perfect,Partial,Partial
ESV5034.1395,Partial,Poor,Partial,Perfect,Perfect,Perfect,Partial
ESV5035.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5036.1502,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5037.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV5038.1401,Poor,Poor,Poor,Poor,Poor,Partial,Poor
ESV5039.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV504.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5040.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5041.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5042.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5043.1429,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV5044.1439,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV5045.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5046.1457,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV5047.1461,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5048.1479,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5049.1444,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV505.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5050.1463,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5051.1425,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5052.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5053.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5054.1447,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5055.1426,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5056.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5057.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5058.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5059.1489,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV506.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5060.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5061.1430,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5062.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5063.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5064.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5065.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5066.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5067.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5068.1490,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5069.1497,Partial,Poor,Partial,Poor,Perfect,Perfect,Perfect
ESV507.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5070.1479,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5071.1453,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5072.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5073.1431,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5074.1458,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5075.1489,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5076.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5077.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5078.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5079.1424,Partial,Poor,Partial,Partial,Partial,Partial,Partial
ESV508.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5080.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5081.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5082.1426,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5083.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5084.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5085.1406,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5086.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5087.1432,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5088.1431,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5089.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV509.1388,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5090.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5091.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5092.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5093.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5094.1452,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5095.1457,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV5096.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5097.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5098.1438,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5099.1411,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV51.1385,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV510.1408,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5100.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5101.1478,Partial,Poor,Partial,Perfect,Partial,Perfect,Perfect
ESV5102.1444,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV5103.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5104.1406,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5105.1450,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5106.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5107.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5108.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5109.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV511.1402,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5110.1426,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5111.1455,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV5112.1445,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5113.1488,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV5114.1418,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5115.1424,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5116.1437,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5117.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5118.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5119.1426,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV512.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5120.1422,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5121.1463,Partial,Partial,Partial,Perfect,Partial,Partial,Perfect
ESV5122.1470,Poor,Poor,Poor,Poor,Poor,Perfect,Poor
ESV5123.1473,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV5124.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5125.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5126.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV5127.1406,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5128.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5129.1458,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV513.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5130.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5131.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5132.1479,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5133.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5134.1474,Partial,Poor,Partial,Partial,Poor,Partial,Perfect
ESV5135.1459,Partial,Poor,Partial,Poor,Poor,Perfect,Partial
ESV5136.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5137.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5138.1488,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5139.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV514.1518,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5140.1444,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5141.1440,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV5142.1414,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5143.1430,Partial,Poor,Partial,Partial,Poor,Partial,Perfect
ESV5144.1448,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5145.1432,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV5146.1444,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV5147.1422,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5148.1386,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5149.1427,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV515.1455,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV5150.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5151.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5152.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5153.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5154.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5155.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5156.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5157.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5158.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5159.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV516.1430,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5160.1460,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5161.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5162.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5163.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5164.1429,Perfect,Partial,Perfect,Partial,Partial,Perfect,Perfect
ESV5165.1483,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5166.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5167.1450,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5168.1448,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV5169.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV517.1434,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV5170.1435,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5171.1455,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV5172.1417,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV5173.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5174.1380,Perfect,Poor,Perfect,Partial,Perfect,Partial,Partial
ESV5175.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5176.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5177.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5178.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5179.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV518.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5180.1377,Perfect,Poor,Perfect,Partial,Perfect,Partial,Partial
ESV5181.1431,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5182.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5183.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5184.1439,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5185.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5186.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5187.1420,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5188.1402,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5189.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV519.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5190.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5191.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5192.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5193.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5194.1486,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV5195.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5196.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5197.1400,Partial,Perfect,Partial,Partial,Perfect,Perfect,Partial
ESV5198.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5199.1466,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV52.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV520.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5200.1457,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5201.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5202.1537,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5203.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5204.1403,Partial,Perfect,Partial,Partial,Perfect,Perfect,Partial
ESV5205.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5206.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5207.1460,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5208.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5209.1426,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV521.1652,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5210.1474,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5211.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5212.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5213.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5214.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5215.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5216.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5217.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5218.1469,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5219.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV522.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV5220.1445,Poor,Partial,Poor,Perfect,Partial,Perfect,Perfect
ESV5221.1466,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
